INFO:root:Sampling rate: 44100 samples/seconds
INFO:root:Number of sample points: 47600
INFO:root:Number of channels: 2
INFO:root:Length of sound: 1.08 seconds
INFO:root:Beamforming successful in 0.99 seconds
INFO:root:Text file for Offsets created in Exports folder
INFO:root:Theta values of 0.0 and 32.99 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and 0.0 calculated successfully
INFO:root:Theta values of 0.0 and 0.0 calculated successfully
INFO:root:Theta values of 0.0 and 0.0 calculated successfully
INFO:root:Theta values of 0.0 and 4.46 calculated successfully
INFO:root:Theta values of 0.0 and 4.46 calculated successfully
INFO:root:Theta values of 0.0 and 4.46 calculated successfully
INFO:root:Theta values of 0.0 and 4.46 calculated successfully
INFO:root:Theta values of 0.0 and 8.95 calculated successfully
INFO:root:Theta values of 0.0 and 8.95 calculated successfully
INFO:root:Theta values of 0.0 and 8.95 calculated successfully
INFO:root:Theta values of 0.0 and 8.95 calculated successfully
INFO:root:Theta values of 0.0 and 8.95 calculated successfully
INFO:root:Theta values of 0.0 and 13.49 calculated successfully
INFO:root:Theta values of 0.0 and 13.49 calculated successfully
INFO:root:Theta values of 0.0 and 13.49 calculated successfully
INFO:root:Theta values of 0.0 and 13.49 calculated successfully
INFO:root:Theta values of 0.0 and 18.13 calculated successfully
INFO:root:Theta values of 0.0 and 18.13 calculated successfully
INFO:root:Theta values of 0.0 and 18.13 calculated successfully
INFO:root:Theta values of 0.0 and 18.13 calculated successfully
INFO:root:Theta values of 0.0 and 18.13 calculated successfully
INFO:root:Theta values of 0.0 and 22.89 calculated successfully
INFO:root:Theta values of 0.0 and 22.89 calculated successfully
INFO:root:Theta values of 0.0 and 22.89 calculated successfully
INFO:root:Theta values of 0.0 and 22.89 calculated successfully
INFO:root:Theta values of 0.0 and 22.89 calculated successfully
INFO:root:Theta values of 0.0 and 27.82 calculated successfully
INFO:root:Theta values of 0.0 and 27.82 calculated successfully
INFO:root:Theta values of 0.0 and 27.82 calculated successfully
INFO:root:Theta values of 0.0 and 27.82 calculated successfully
INFO:root:Theta values of 0.0 and 27.82 calculated successfully
INFO:root:Theta values of 0.0 and 32.99 calculated successfully
INFO:root:Theta values of 0.0 and 32.99 calculated successfully
INFO:root:Theta values of 0.0 and 32.99 calculated successfully
INFO:root:Theta values of 0.0 and 32.99 calculated successfully
INFO:root:Theta values of 0.0 and 32.99 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and 0.0 calculated successfully
INFO:root:Theta values of 0.0 and 0.0 calculated successfully
INFO:root:Theta values of 0.0 and 0.0 calculated successfully
INFO:root:Theta values of 0.0 and 4.46 calculated successfully
INFO:root:Theta values of 0.0 and 4.46 calculated successfully
INFO:root:Theta values of 0.0 and 4.46 calculated successfully
INFO:root:Theta values of 0.0 and 4.46 calculated successfully
INFO:root:Theta values of 0.0 and 8.95 calculated successfully
INFO:root:Theta values of 0.0 and 8.95 calculated successfully
INFO:root:Theta values of 0.0 and 8.95 calculated successfully
INFO:root:Theta values of 0.0 and 8.95 calculated successfully
INFO:root:Theta values of 0.0 and 8.95 calculated successfully
INFO:root:Theta values of 0.0 and 13.49 calculated successfully
INFO:root:Theta values of 0.0 and 13.49 calculated successfully
INFO:root:Theta values of 0.0 and 13.49 calculated successfully
INFO:root:Theta values of 0.0 and 13.49 calculated successfully
INFO:root:Theta values of 0.0 and 18.13 calculated successfully
INFO:root:Theta values of 0.0 and 18.13 calculated successfully
INFO:root:Theta values of 0.0 and 18.13 calculated successfully
INFO:root:Theta values of 0.0 and 18.13 calculated successfully
INFO:root:Theta values of 0.0 and 18.13 calculated successfully
INFO:root:Theta values of 0.0 and 22.89 calculated successfully
INFO:root:Theta values of 0.0 and 22.89 calculated successfully
INFO:root:Theta values of 0.0 and 22.89 calculated successfully
INFO:root:Theta values of 0.0 and 22.89 calculated successfully
INFO:root:Theta values of 0.0 and 22.89 calculated successfully
INFO:root:Theta values of 0.0 and 27.82 calculated successfully
INFO:root:Theta values of 0.0 and 27.82 calculated successfully
INFO:root:Theta values of 0.0 and 27.82 calculated successfully
INFO:root:Theta values of 0.0 and 27.82 calculated successfully
INFO:root:Theta values of 0.0 and 27.82 calculated successfully
INFO:root:Theta values of 0.0 and 32.99 calculated successfully
INFO:root:Theta values of 0.0 and 32.99 calculated successfully
INFO:root:Theta values of 0.0 and 32.99 calculated successfully
INFO:root:Theta values of 0.0 and 32.99 calculated successfully
INFO:root:Theta values of 0.0 and 32.99 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 38.48 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 44.43 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 51.06 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 58.82 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and 68.96 calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 0.0 and nan calculated successfully
INFO:root:Theta values of 4.46 and 0.0 calculated successfully
INFO:root:Theta values of 4.46 and 0.0 calculated successfully
INFO:root:Theta values of 4.46 and 0.0 calculated successfully
INFO:root:Theta values of 4.46 and 4.46 calculated successfully
INFO:root:Theta values of 4.46 and 4.46 calculated successfully
INFO:root:Theta values of 4.46 and 4.46 calculated successfully
INFO:root:Theta values of 4.46 and 4.46 calculated successfully
INFO:root:Theta values of 4.46 and 8.95 calculated successfully
INFO:root:Theta values of 4.46 and 8.95 calculated successfully
INFO:root:Theta values of 4.46 and 8.95 calculated successfully
INFO:root:Theta values of 4.46 and 8.95 calculated successfully
INFO:root:Theta values of 4.46 and 8.95 calculated successfully
INFO:root:Theta values of 4.46 and 13.49 calculated successfully
INFO:root:Theta values of 4.46 and 13.49 calculated successfully
INFO:root:Theta values of 4.46 and 13.49 calculated successfully
INFO:root:Theta values of 4.46 and 13.49 calculated successfully
INFO:root:Theta values of 4.46 and 18.13 calculated successfully
INFO:root:Theta values of 4.46 and 18.13 calculated successfully
INFO:root:Theta values of 4.46 and 18.13 calculated successfully
INFO:root:Theta values of 4.46 and 18.13 calculated successfully
INFO:root:Theta values of 4.46 and 18.13 calculated successfully
INFO:root:Theta values of 4.46 and 22.89 calculated successfully
INFO:root:Theta values of 4.46 and 22.89 calculated successfully
INFO:root:Theta values of 4.46 and 22.89 calculated successfully
INFO:root:Theta values of 4.46 and 22.89 calculated successfully
INFO:root:Theta values of 4.46 and 22.89 calculated successfully
INFO:root:Theta values of 4.46 and 27.82 calculated successfully
INFO:root:Theta values of 4.46 and 27.82 calculated successfully
INFO:root:Theta values of 4.46 and 27.82 calculated successfully
INFO:root:Theta values of 4.46 and 27.82 calculated successfully
INFO:root:Theta values of 4.46 and 27.82 calculated successfully
INFO:root:Theta values of 4.46 and 32.99 calculated successfully
INFO:root:Theta values of 4.46 and 32.99 calculated successfully
INFO:root:Theta values of 4.46 and 32.99 calculated successfully
INFO:root:Theta values of 4.46 and 32.99 calculated successfully
INFO:root:Theta values of 4.46 and 32.99 calculated successfully
INFO:root:Theta values of 4.46 and 38.48 calculated successfully
INFO:root:Theta values of 4.46 and 38.48 calculated successfully
INFO:root:Theta values of 4.46 and 38.48 calculated successfully
INFO:root:Theta values of 4.46 and 38.48 calculated successfully
INFO:root:Theta values of 4.46 and 38.48 calculated successfully
INFO:root:Theta values of 4.46 and 38.48 calculated successfully
INFO:root:Theta values of 4.46 and 44.43 calculated successfully
INFO:root:Theta values of 4.46 and 44.43 calculated successfully
INFO:root:Theta values of 4.46 and 44.43 calculated successfully
INFO:root:Theta values of 4.46 and 44.43 calculated successfully
INFO:root:Theta values of 4.46 and 44.43 calculated successfully
INFO:root:Theta values of 4.46 and 44.43 calculated successfully
INFO:root:Theta values of 4.46 and 51.06 calculated successfully
INFO:root:Theta values of 4.46 and 51.06 calculated successfully
INFO:root:Theta values of 4.46 and 51.06 calculated successfully
INFO:root:Theta values of 4.46 and 51.06 calculated successfully
INFO:root:Theta values of 4.46 and 51.06 calculated successfully
INFO:root:Theta values of 4.46 and 51.06 calculated successfully
INFO:root:Theta values of 4.46 and 51.06 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and 0.0 calculated successfully
INFO:root:Theta values of 4.46 and 0.0 calculated successfully
INFO:root:Theta values of 4.46 and 0.0 calculated successfully
INFO:root:Theta values of 4.46 and 4.46 calculated successfully
INFO:root:Theta values of 4.46 and 4.46 calculated successfully
INFO:root:Theta values of 4.46 and 4.46 calculated successfully
INFO:root:Theta values of 4.46 and 4.46 calculated successfully
INFO:root:Theta values of 4.46 and 8.95 calculated successfully
INFO:root:Theta values of 4.46 and 8.95 calculated successfully
INFO:root:Theta values of 4.46 and 8.95 calculated successfully
INFO:root:Theta values of 4.46 and 8.95 calculated successfully
INFO:root:Theta values of 4.46 and 8.95 calculated successfully
INFO:root:Theta values of 4.46 and 13.49 calculated successfully
INFO:root:Theta values of 4.46 and 13.49 calculated successfully
INFO:root:Theta values of 4.46 and 13.49 calculated successfully
INFO:root:Theta values of 4.46 and 13.49 calculated successfully
INFO:root:Theta values of 4.46 and 18.13 calculated successfully
INFO:root:Theta values of 4.46 and 18.13 calculated successfully
INFO:root:Theta values of 4.46 and 18.13 calculated successfully
INFO:root:Theta values of 4.46 and 18.13 calculated successfully
INFO:root:Theta values of 4.46 and 18.13 calculated successfully
INFO:root:Theta values of 4.46 and 22.89 calculated successfully
INFO:root:Theta values of 4.46 and 22.89 calculated successfully
INFO:root:Theta values of 4.46 and 22.89 calculated successfully
INFO:root:Theta values of 4.46 and 22.89 calculated successfully
INFO:root:Theta values of 4.46 and 22.89 calculated successfully
INFO:root:Theta values of 4.46 and 27.82 calculated successfully
INFO:root:Theta values of 4.46 and 27.82 calculated successfully
INFO:root:Theta values of 4.46 and 27.82 calculated successfully
INFO:root:Theta values of 4.46 and 27.82 calculated successfully
INFO:root:Theta values of 4.46 and 27.82 calculated successfully
INFO:root:Theta values of 4.46 and 32.99 calculated successfully
INFO:root:Theta values of 4.46 and 32.99 calculated successfully
INFO:root:Theta values of 4.46 and 32.99 calculated successfully
INFO:root:Theta values of 4.46 and 32.99 calculated successfully
INFO:root:Theta values of 4.46 and 32.99 calculated successfully
INFO:root:Theta values of 4.46 and 38.48 calculated successfully
INFO:root:Theta values of 4.46 and 38.48 calculated successfully
INFO:root:Theta values of 4.46 and 38.48 calculated successfully
INFO:root:Theta values of 4.46 and 38.48 calculated successfully
INFO:root:Theta values of 4.46 and 38.48 calculated successfully
INFO:root:Theta values of 4.46 and 38.48 calculated successfully
INFO:root:Theta values of 4.46 and 44.43 calculated successfully
INFO:root:Theta values of 4.46 and 44.43 calculated successfully
INFO:root:Theta values of 4.46 and 44.43 calculated successfully
INFO:root:Theta values of 4.46 and 44.43 calculated successfully
INFO:root:Theta values of 4.46 and 44.43 calculated successfully
INFO:root:Theta values of 4.46 and 44.43 calculated successfully
INFO:root:Theta values of 4.46 and 51.06 calculated successfully
INFO:root:Theta values of 4.46 and 51.06 calculated successfully
INFO:root:Theta values of 4.46 and 51.06 calculated successfully
INFO:root:Theta values of 4.46 and 51.06 calculated successfully
INFO:root:Theta values of 4.46 and 51.06 calculated successfully
INFO:root:Theta values of 4.46 and 51.06 calculated successfully
INFO:root:Theta values of 4.46 and 51.06 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 58.82 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and 68.96 calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and nan calculated successfully
INFO:root:Theta values of 4.46 and 0.0 calculated successfully
INFO:root:Theta values of 4.46 and 0.0 calculated successfully
INFO:root:Theta values of 4.46 and 0.0 calculated successfully
INFO:root:Theta values of 4.46 and 4.46 calculated successfully
INFO:root:Theta values of 4.46 and 4.46 calculated successfully
INFO:root:Theta values of 4.46 and 4.46 calculated successfully
INFO:root:Theta values of 4.46 and 4.46 calculated successfully
INFO:root:Theta values of 4.46 and 8.95 calculated successfully
INFO:root:Theta values of 4.46 and 8.95 calculated successfully
INFO:root:Theta values of 4.46 and 8.95 calculated successfully
INFO:root:Theta values of 4.46 and 8.95 calculated successfully
INFO:root:Theta values of 4.46 and 8.95 calculated successfully
INFO:root:Theta values of 4.46 and 13.49 calculated successfully
INFO:root:Theta values of 4.46 and 13.49 calculated successfully
INFO:root:Theta values of 4.46 and 13.49 calculated successfully
INFO:root:Theta values of 4.46 and 13.49 calculated successfully
INFO:root:Theta values of 4.46 and 18.13 calculated successfully
INFO:root:Theta values of 4.46 and 18.13 calculated successfully
INFO:root:Theta values of 4.46 and 18.13 calculated successfully
INFO:root:Theta values of 4.46 and 18.13 calculated successfully
INFO:root:Theta values of 4.46 and 18.13 calculated successfully
INFO:root:Theta values of 4.46 and 22.89 calculated successfully
INFO:root:Theta values of 4.46 and 22.89 calculated successfully
INFO:root:Theta values of 4.46 and 22.89 calculated successfully
INFO:root:Theta values of 4.46 and 22.89 calculated successfully
